isolate.code,source,isolation.latitude,isolation.longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.wlist,mu.alist,mu.blist,mu.slist,mu.c.opt.list,mu.c.opt.val.list,mu.g.opt.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
488,from University of Kostanz,NA,NA,freshwater,Monoraphidium minutum,Monoraphidium minutum,Selenastrum minutum,,,,minutum,Monoraphidium,Ankistrodesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.928437721,47.13042243,0.041865092,0.142843788,0.140923554,10.68490444,0.192621009,28.2675199,1.052343197,5,1.18,-12.88030677,34.25011566,bad,good,bad,-1122.797005,-0.027945708,0,0,0,0,0
489,"Lund, Sweden [probably, based on institutional affiliation of isolater]",55.7,13.2,freshwater,Acutodesmus acuminatus strain UTEX 415,Acutodesmus acuminatus,Scenedesmus acuminatus ,,UTEX 415,,acuminatus,Acutodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.341528613,42.48006762,1.266868623,-0.017904064,0.074434085,32.56722982,0.707132263,28.66806735,0.732708143,6,0.86,11.32719601,53.80726363,bad,bad,bad,746.6684592,0.009740297,1,0,0,0,1
491,"Delft, Netherlands",52.01,4.36,freshwater,"Chlorella vulgaris strain UTEX 259, UMACC 248",Chlorella vulgaris,,,"UTEX 259, UMACC 248",,vulgaris,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.995213064,44.80017278,0.357069961,-0.018666279,0.003383875,22.36179621,0.235219757,17.86323174,0.245506618,5,0.24,-0.038290179,44.7618826,good,bad,bad,956.7816598,0.010668118,1,0,1,0,1
492,"fish pond, IPT Experimental Farm, University of Malaya, Malaysia",3.12,101.65,freshwater,Chlorella vulgaris strain UMACC 001,Chlorella vulgaris,,,UMACC 001,,vulgaris,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.794039779,53.35342139,0.24737698,0.00937691,0.014364771,24.23282567,0.310487123,27.51987595,0.315344501,6,0.322,-2.443885026,50.90953637,bad,bad,bad,-894.0607686,-0.006775941,1,0,0,0,1
493,"middle Vaal river, Balkfontein, South Africa",-27.4,26.51,freshwater,Phormidium simplicissimum,Phormidium simplicissimum,Oscillatoria simplicissima,,,,simplicissimum,Phormidium,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.857633129,19.86227844,0.373952679,-0.020291119,0.028279995,28.87418433,0.208146002,27.88304412,0.210259164,6,0.219,18.94304511,38.80532356,good,good,good,41.80621389,0.005335236,1,1,1,1,1
496,unknown,NA,NA,freshwater,Acutodesmus obliquus,Acutodesmus obliquus,Scenedesmus acutus,,,,obliquus,Acutodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.998573544,32.65494686,0.154209078,0.061801599,0.002983421,18.31412441,0.47825856,25.12111244,0.601787914,4,0.6,1.986650978,34.64159783,bad,good,bad,-706.4668494,-0.020288262,0,0,0,0,0
497,"Greifswald, Germany",54.5,13.38,freshwater,"Desmodesmus quadricaudatus strain A 119, Greifswald/15",Desmodesmus quadricaudatus,Scenedesmus quadricauda,,"A 119, Greifswald/15",,quadricaudatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.983708877,38.14849527,0.656597117,0.021333365,0.051514654,28.5497699,1.207289775,32.28298689,1.257292579,10,1.243,9.47552227,47.62401754,good,bad,bad,-575.9340618,-0.010373863,1,0,1,0,1
498,"River Nitelva, Norway",59.93,11.07,freshwater,Raphidocelis subcapitata,Raphidocelis subcapitata,Selenastrum capricornutum,,,,subcapitata,Raphidocelis,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,Used growth rates measured from cultures acclimated closest to the the temperature of measurement,greens,0.991565376,40.31060047,0.586489409,-0.00097876,0.006876708,25.81946426,0.571853911,25.62279256,0.571909541,4,0.56,5.664164021,45.97476449,bad,bad,bad,34.09285181,0.000520482,1,0,0,0,1
499,"Lake Kasumigaura, Japan",36.04,140.39,freshwater,Microcystis viridis strain N-1,Microcystis viridis,,,N-1,,viridis,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.950624036,24.73803079,0.07345779,0.02842618,0.013282058,22.51540557,0.139315052,24.62622484,0.143622059,6,0.168,10.14639017,34.88442096,good,good,good,-137.3267877,-0.009071099,1,1,1,1,1
500,"Lake Kasumigaura, Japan",36.04,140.39,freshwater,Microcystis aeruginosa strain NIES 102,Microcystis aeruginosa,,,NIES 102,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.8931427,24.94721876,0.345477622,0.005624605,0.056209614,27.47365805,0.403209528,27.91098288,0.403705708,12,0.523,15.00004867,39.94726743,good,good,good,-29.16172975,-0.001878222,1,1,1,1,1
501,"Lake Kasumigaura, Japan",36.04,140.39,freshwater,Microcystis aeruginosa strain K-5,Microcystis aeruginosa,,,K-5,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.933945175,29.94386494,0.558582242,0.026230732,0.131873678,29.8709128,1.222847897,32.70485731,1.270020401,7,1.493,14.89898033,44.84284526,good,good,good,-269.5310622,-0.01003888,1,1,1,1,1
502,"Lake Kasumigaura, Japan",36.04,140.39,freshwater,Microcystis aeruginosa strain K-3A,Microcystis aeruginosa,,,K-3A,,aeruginosa,Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.837413289,29.04597251,0.19182674,0.043695031,0.141200609,30.20775444,0.718037171,34.42622015,0.790529096,7,1.066,15.68476819,44.73074069,good,good,good,-369.6461275,-0.015084412,1,1,1,1,1
503,"Daimon-Ike, Taga Town, Shiga prefecture, Japan",35.21,136.28,freshwater,Anabaena ucrainica strain LBRI 47,Anabaena ukrainica,,,LBRI 47,,ukrainica,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.988272518,30.27793475,0.088082595,0.084439734,0.030190934,21.30842065,0.532483718,28.68729366,0.757013212,10,0.778,6.16945328,36.44738803,good,good,good,-612.8119184,-0.022077427,1,1,1,1,1
504,"Lake Khövsgöl, Mongolia",51.1,100.5,freshwater,Oocystella mongolica,Oocystella mongolica,,,,,mongolica,Oocystella,Oocystaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.846913634,41.21234669,0.703037318,-0.062439291,0.023270742,22.16191259,0.176202846,12.07867521,0.251519259,6,0.305,1.555739247,42.76808594,good,bad,bad,1547.489878,0.022107813,1,0,1,0,1
505,"Lake Khövsgöl, Mongolia",51.1,100.5,freshwater,Pseudodidymocystis planctonica,Pseudodidymocystis planctonica,,,,,planctonica,Pseudodidymocystis,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.973312098,93.22101522,0.092447051,0.126271682,0.025649195,-16.56999905,0.011407995,22.78900772,0.471439883,6,0.477,-63.18050666,30.04050856,bad,good,bad,-1084.842566,-0.040017032,1,1,0,0,1
506,"Lake Khövsgöl, Mongolia",51.1,100.5,freshwater,Monoraphidium contortum,Monoraphidium contortum,,,,,contortum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.975001691,40.58026227,0.291119127,0.048986324,0.030453422,9.850860451,0.47167491,18.21831984,0.5897932,6,0.614,-10.43927068,30.14099159,bad,good,bad,-580.9969945,-0.021217845,1,1,0,0,1
507,"Lake Khövsgöl, Mongolia",51.1,100.5,freshwater,Closterium parvulum,Closterium parvulum,,,,,parvulum,Closterium,Closteriaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.986162871,61.83796175,0.048393914,0.124013084,0.013806302,-0.90656459,0.043247879,22.98282886,0.337233656,6,0.336,-31.82554546,30.01241628,bad,good,bad,-1041.794117,-0.038537099,1,1,0,0,1
508,unknown,NA,NA,freshwater,Acutodesmus obliquus,Acutodesmus obliquus,Scenedesmus acutus,,,,obliquus,Acutodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.999822558,29.69495929,0.529341526,0.054940963,0.010214443,19.91300723,1.580779924,25.20045515,1.845596649,4,1.839,5.065527583,34.76048688,good,bad,bad,-471.6963419,-0.018014172,0,0,0,0,0
509,"Berkeley, California, USA",37.87,-122.27,freshwater,Synechocystis sp. strain PCC 6803,Synechocystis ,,,PCC 6803,,,Synechocystis,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.934747175,34.71114556,0.12709149,0.089345252,0.142358648,23.8281809,1.06831941,33.28499019,1.748486397,6,1.707,6.472608114,41.18375368,bad,good,bad,-942.2471248,-0.022529833,1,1,0,0,1
511,"Ya'er lake, Wuhan, China",30.45,114.72,freshwater,Chlorella sp. strain YEL,Chlorella ,,,YEL,,,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.996055579,52.76317588,0.629204756,-0.014377727,0.008649441,36.30711936,0.373322578,31.4708976,0.386755839,5,0.39,9.925531417,62.6887073,good,bad,bad,1429.499944,0.009731759,1,0,1,0,1
512,"Ouarzazate, Morocco",30.92,-6.92,freshwater,Micractinium pusillum,Micractinium pusillum,,,,,pusillum,Micractinium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.996330922,35.64885054,0.433300036,0.009173425,0.00903677,30.72974492,0.5744008,32.17620362,0.578240128,6,0.58,12.90531965,48.55417019,good,bad,bad,-196.5921583,-0.004339399,1,0,1,0,1
513,"Almería, Spain",36.84,-2.47,freshwater,Scenedesmus almeriensis strain CCAP 276/24,Scenedesmus almeriensis,,,CCAP 276/24,,almeriensis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,growth rates estimated from nonlinear fitting,greens,0.987478955,78.87410314,0.257396054,0.056424256,0.036870765,8.783619084,0.422515079,34.29728764,1.036496806,7,1.007,-30.65343248,48.22067065,bad,good,bad,-4004.809829,-0.035717591,1,1,0,0,1
514,Museum National d’Histoire Naturelle algal culture collection,NA,NA,freshwater,Acutodesmus obliquus,Acutodesmus obliquus,Scendesmus crassus,Scendesmus acutus,,,obliquus,Acutodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.980966003,55.72892511,4.15627935,-0.027949478,0.043223222,38.47632585,1.417971105,28.90233383,1.634258898,5,1.68,10.6118633,66.34078841,good,bad,bad,3027.627976,0.017492847,0,0,0,0,0
515,"Vinca Lake, France",42.65,2.53,freshwater,Mucidosphaerium pulchellum,Mucidosphaerium pulchellum,Dictyosphaerium pulchellum ,,,,pulchellum,Mucidosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.99856384,25.16285519,0.194233746,0.077918044,0.018662789,24.61575918,1.322228847,29.75526046,1.644129983,5,1.57,12.03433158,37.19718678,good,bad,bad,-318.808985,-0.020010171,1,0,1,0,1
516,"Vinca Lake, France",42.65,2.53,freshwater,Fragilaria  bidens,Fragilaria bidens,,,,,bidens,Fragilaria,Fragilariaceae,Fragilariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.943295947,28.18042489,0.902730189,0.006960716,0.063669019,20.30709502,1.03979166,20.99721895,1.042292175,7,1.106,6.216882572,34.39730746,good,good,good,-58.7170235,-0.002623744,1,1,1,1,1
519,"Takerkoust barrage’s lake, Morocco",31.34,-8.14,freshwater,Scedesmus ecornis,Scenedesmus ecornis,,,,,ecornis,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.947122772,34.13065932,0.188776667,0.08880206,0.136280087,20.99419749,1.217911317,30.17915889,1.955673742,6,2.1,3.928867829,38.05952714,bad,good,bad,-896.3091551,-0.022543627,1,1,0,0,1
520,"California, USA",36.49,-119.7,freshwater,Closterium acerosum strain UTEX LB1076,Closterium acerosum,,,UTEX LB1076,,acerosum,Closterium,Closteriaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,imprecise location,desmids,0.914923041,25.8432591,0.307696911,-0.016343884,0.026438112,17.69596433,0.230417864,16.34802955,0.232987184,6,0.218341362,4.774334783,30.61759388,good,good,good,96.16030428,0.005571267,1,1,1,1,1
521,Finland,65,26,freshwater,"Pleurotaenium trabecula strain UTEX 489, SAG 664-2",Pleurotaenium trabecula,,,"UTEX 489, SAG 664-2",,trabecula,Pleurotaenium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,imprecise location,desmids,0.876494958,32.89593354,0.04599022,0.042663905,0.015486863,18.69494604,0.102107703,23.89082655,0.114729337,7,0.120607609,2.24697927,35.14291281,good,good,good,-579.0599526,-0.016266604,1,1,1,1,1
522,"Galway, Ireland",53.27,-9.05,freshwater,Desmidium swartzii strain UTEX 560,Desmidium swartzii,,,UTEX 560,,swartzii,Desmidium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.965385196,33.02190011,0.087206351,0.02496754,0.009596091,20.11274736,0.144090703,23.38303294,0.150215795,7,0.149719791,3.601797302,36.62369741,good,good,good,-377.8866287,-0.010494345,1,1,1,1,1
523,"Minnesota, USA",46,-94,freshwater,Gonatozygon monotaenium strain UTEX LB1253,Gonatozygon monotaenium,,,,,monotaenium,Gonatozygon,Gonatozygaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.883955095,27.1125587,0.072993977,0.062492253,0.044093193,21.47702825,0.279366578,26.44778576,0.329892661,6,0.329938058,7.920748901,35.0333076,good,good,good,-367.6593863,-0.018447357,1,1,1,1,1
524,"Duck Lake, KBS, MI, USA",42.41,-85.38,freshwater,Cosmarium sp.,Cosmarium ,,,,,,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,desmids,0.905370118,40.11792754,0.093205566,0.057356582,0.031427113,15.11950229,0.221851982,24.26207633,0.296940458,7,0.285576638,-4.939461482,35.17846606,bad,good,bad,-1154.60268,-0.026521731,1,1,0,0,1
525,Finland,65,26,freshwater,Micrasterias americana strain UTEX LB651,Micrasterias americana,,,UTEX LB651,,americana,Micrasterias,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,imprecise location,desmids,0.861444726,51.53755263,0.236374555,-0.024152204,0.016893115,30.47991902,0.113211801,23.10996985,0.124203745,7,0.155958116,4.711142702,56.24869533,good,bad,bad,2037.219587,0.014882177,1,0,1,0,1
526,"North Carolina, USA",35.6,-79.45,freshwater,Roya anglica strain UTEX LB934,Roya anglica,,,,,anglica,Roya,Mesotaeniaceae,Zygnematales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,charophytes,0.913415854,25.65102642,0.082922388,0.051250287,0.028081037,17.10096638,0.199205015,20.94200375,0.2207913,6,0.271713695,4.275453174,29.92647959,good,good,good,-261.9235607,-0.015518878,0,0,0,0,0
527,"Bloomington, IN, USA",39.17,-86.53,freshwater,Volvox aureus  strain UTEX LB106,Volvox aureus,,,UTEX LB106,,aureus,Volvox,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.789325592,22.44643153,0.119852537,0.01509102,0.033168503,20.68893312,0.163772658,21.63448202,0.164947174,6,0.198933241,9.465717358,31.91214889,good,good,good,-51.00297276,-0.004509761,1,1,1,1,1
528,"Austin, TX, USA",30.27,-97.74,freshwater,Mesotaenium kramstae strain UTEX LB1024,Mesotaenium kramstae,Mesotaenium kramstai ,,UTEX LB1024,,kramstae,Mesotaenium,Mesotaeniaceae,Zygnematales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,,charophytes,0.845492071,30.85283176,0.300191871,0.026190358,0.081895226,19.23950807,0.496861566,22.23065034,0.517148133,8,0.627298198,3.813092196,34.66592395,good,good,good,-301.4792343,-0.010265316,0,0,0,0,0
529,England,52.5,-1.5,freshwater,"Pandorina morum strain UTEX 18, CCAP 60/1b",Pandorina morum,,,"UTEX 18, CCAP 60/1b",,morum,Pandorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,imprecise location,greens,0.965955706,30.42093949,0.807439124,-0.038623167,0.02926267,19.77350726,0.376211764,15.63536019,0.408741133,7,0.460942875,4.563037516,34.98397701,good,good,good,399.9432779,0.014206285,1,1,1,1,1
530,"Nashville, TN, USA",36.17,-86.78,freshwater,"Pleodorina californica strain UTEX LB198, SAG 162-1",Pleodorina californica,Eudorina californica,,"UTEX LB198, SAG 162-1",,californica,Pleodorina,Volvocaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.875905438,23.99340146,0.199758755,0.012304607,0.043464881,22.79265028,0.264426948,23.67408481,0.265867433,6,0.304984759,10.79594955,34.78935101,good,good,good,-54.32095703,-0.00393271,1,1,1,1,1
531,"Malham Tarn, Yorkshire, England",54.1,-2.17,freshwater,"Pediastrum boryanum var. cornutum strain UTEX LB470, SAG 261-3a",Pediastrum boryanum,Pediastrum duplex,,"UTEX LB470, SAG 261-3a",,boryanum,Pediastrum,Hydrodictyaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.906593087,26.578443,0.144674178,0.032156333,0.032525728,16.75521097,0.247960711,19.4762965,0.25928815,6,0.271020548,3.465989471,30.04443247,good,good,good,-203.5018374,-0.010838763,1,1,1,1,1
532,"Lake Erken, Sweden",59.85,18.55,freshwater,"Haematococcus droebakensis strain UTEX LB55, CCAP 34/2C",Haematococcus droebakensis,,,"UTEX LB55, CCAP 34/2C",,droebakensis,Haematococcus,Haematococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,"Found that strain was isolated by Pringsheim. Used this to infer isolation location based on strains in UTEX, SAG & CCAP collections.",greens,0.847333927,72.46821166,0.167016829,0.079844356,0.058519583,-3.89004523,0.122424734,21.92253224,0.473543686,7,0.529564446,-40.12415106,32.3440606,bad,good,bad,-1168.008016,-0.034519317,1,1,0,0,1
533,former Czechoslovakia,49.37,16.95,freshwater,"Cosmarium botrytis strain UTEX 301, SAG 136.80",Cosmarium botrytis,,,"UTEX 301, SAG 136.80",,botrytis,Cosmarium,Desmidiaceae,Desmidiales,Conjugatophyceae,Charophyta,Plantae,Eukaryota,imprecise location,desmids,0.791835725,32.56096202,0.138371862,0.009782046,0.030203333,19.28949358,0.167107184,20.57797147,0.168166766,7,0.167741618,3.009012568,35.56997459,good,good,good,-146.1674608,-0.00423408,1,1,1,1,1
535,"Southern Victoria Land, Antarctica",-77.5,162.5,freshwater,Lobochlamys segnis,Lobochlamys segnis,Chlamydomonas intermedia,Chlamydomonas segnis,,,segnis,Lobochlamys,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.83403166,71.82681125,0.371885457,0.161286223,0.138466655,-15.67907011,0.029659068,14.56553459,1.132981879,9,1.095172545,-51.59247573,20.23433551,bad,good,bad,-325.4963806,-0.039289755,1,1,0,0,1
536,"Southern Victoria Land, Antarctica",-77.5,162.5,freshwater,Chlamydomonas subcaudata,Chlamydomonas subcaudata,,,,,subcaudata,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.912478231,24.05204675,0.48026743,0.055123686,0.088485981,7.608512857,0.7305169,11.23295873,0.811041914,9,0.935748694,-4.417510517,19.63453623,good,good,good,-115.4981527,-0.015258544,1,1,1,1,1
537,"Southern Victoria Land, Antarctica",-77.5,162.5,freshwater,Chlamydomonas alpina,Chlamydomonas alpina,Chloromonas alpina,,,,alpina,Chlamydomonas,Chlamydomonadaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.839554111,19.92078662,0.238852589,0.094985738,0.127428201,9.746668714,0.602833536,13.71196382,0.739320744,9,0.984268996,-0.213724594,19.70706202,good,good,good,-154.9802822,-0.020249336,1,1,1,1,1
538,"tank in Milford, CT, USA ",41.23,-73.06,marine,Chlorella sp. strain 580,Chlorella ,,,580,,,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.960566627,54.47942922,0.738529655,0.116086185,0.268532473,0.800509159,0.810449727,20.75570155,3.807763534,5,3.575,-26.43920545,28.04022377,bad,good,bad,-1010.996691,-0.038049023,1,1,0,0,1
540,"El Kansera impoundment, Morocco",34,-5.9,freshwater,Chroococcus minutus,Chroococcus minutus,,,,,minutus,Chroococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.992409288,38.86260001,0.314595099,0.058490159,0.021010357,20.05226663,1.016526472,28.83688265,1.351978865,5,1.35,0.620966624,39.48356663,bad,good,bad,-1251.050619,-0.021314705,1,1,0,0,1
541,"El Kansera impoundment, Morocco",34,-5.9,freshwater,Planktothrix agardhii,Planktothrix agardhii,,,,,agardhii,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.939893814,54.562893,0.075061216,0.130651639,0.102427996,10.07043144,0.279785255,30.75120321,1.774316993,5,1.87,-17.21101505,37.35187794,bad,good,bad,-1514.7465,-0.029067162,1,1,0,0,1
542,"Gulf of Naples, Italy",40.96,14.25,marine,Thalassiosira rotula strain CCAP1085_21,Thalassiosira rotula,,,CCAP1085_21,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.985125651,31.58520276,0.379442478,0.04392338,0.033832297,14.21372264,0.708406262,19.15521215,0.793956233,15,0.816458097,-1.578878743,30.00632402,bad,good,bad,-508.2429059,-0.016129478,1,1,0,0,1
543,"Gulf of Naples, Italy",40.75,14.33,marine,Thalassiosira rotula strain CCMP1647,Thalassiosira rotula,,,CCMP1647,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.981516339,26.01750927,0.249963255,0.057850734,0.04126274,16.992631,0.668041374,21.34035494,0.763126322,15,0.761401997,3.98387636,30.00138563,good,good,good,-300.814304,-0.017080529,1,1,1,1,1
544,"Gulf of Naples, Italy",40.49,14.14,marine,Thalassiosira rotula strain CCMP3264,Thalassiosira rotula,,,CCMP3264,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.984946952,29.15346867,0.46598401,0.034532758,0.03731497,15.46187669,0.794801637,18.92418951,0.845209512,15,0.833756499,0.885142355,30.03861102,good,good,good,-309.7660185,-0.012501527,1,1,1,1,1
545,"Puget Sound, WA, USA",49.65,-127.43,marine,Thalassiosira rotula strain CCMP3096,Thalassiosira rotula,,,CCMP3096,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.943834875,36.30052812,0.318354187,0.053306819,0.061397653,11.87295001,0.599486682,19.21701889,0.74156905,15,0.787331256,-6.277314049,30.02321407,bad,good,bad,-769.1256724,-0.023865206,1,1,0,0,1
546,"Seto inland sea, Japan",34.17,133.33,marine,Thalassiosira rotula strain JpnTR18,Thalassiosira rotula,,,JpnTR18,,rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.89311019,41.23410678,0.311447369,0.054415346,0.080055006,9.418165019,0.51994502,18.65973944,0.686978722,15,0.808604185,-11.19888837,30.03521841,bad,good,bad,-822.2268194,-0.025484032,1,1,0,0,1
548,"St. Croix, US Virgin Islands",17.79,-64.82,marine,"Thalassiosira pseudonana strain CCMP1011, STX97",Thalassiosira pseudonana,,,"CCMP1011, STX97",,pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.938652623,47.2967031,0.092019828,0.137286388,0.097133232,6.517845997,0.22516098,23.97345231,1.125664538,29,1.35239571,-17.13050555,30.16619755,bad,good,bad,-1045.183469,-0.031997761,1,1,0,0,1
549,"Swann River estuary, Perth, Australia",-31.99,115.83,estuarine,"Thalassiosira pseudonana strain CCMP1012, SWAN1",Thalassiosira pseudonana,,,"CCMP1012, SWAN1",,pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.932921897,27.01362154,0.140759321,0.106235823,0.11263402,17.05968578,0.862125837,24.11013405,1.326505726,30,1.514973718,3.552875009,30.56649655,bad,good,bad,-443.2322372,-0.022484483,1,1,0,0,1
550,"Conwy, Gwynedd, Wales, UK",53.28,-3.83,estuarine,"Thalassiosira pseudonana strain CCMP1013, W",Thalassiosira pseudonana,,,"CCMP1013, W",,pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.922178726,33.13446347,0.116977453,0.111992649,0.122688148,16.61182726,0.751734916,26.50267792,1.464648543,36,1.473152574,0.044595522,33.17905899,bad,good,bad,-797.361304,-0.021918727,1,1,0,0,1
551,North Pacific gyre,28,-155,marine,"Thalassiosira pseudonana strain CCMP1014, FCRG66",Thalassiosira pseudonana,,,"CCMP1014, FCRG66",,pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.915924771,69.2690772,0.113093359,0.138173368,0.116000216,-1.470119687,0.09230352,26.67578114,1.531632663,32,1.452147814,-36.10465829,33.16441891,bad,good,bad,-1413.310453,-0.033064246,1,1,0,0,1
552,"San Juan Island, WA, USA",48.54,-123.01,marine,"Thalassiosira pseudonana strain CCMP1015, ARC5",Thalassiosira pseudonana,,,"CCMP1015, ARC5",,pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.899665137,62.69904572,0.143215856,0.121942507,0.114141021,2.446313942,0.192994681,26.65048809,1.491583965,33,1.549659464,-28.90320892,33.7958368,bad,good,bad,-1565.977281,-0.034720649,1,1,0,0,1
